index,measurement_a,measurement_b,measurement_c
0.0,11.412240753579063,27.67069231414896,5.097731555677798
1.0,12.337697050662317,23.021581123591684,5.12460403107475
2.0,11.611915366473259,25.43011676568666,4.679713934694527
3.0,11.649743289101409,31.42338488188781,0.26806380973833566
4.0,10.798247979629377,30.813172524095513,8.699780643998551
5.0,9.961664080144143,32.13182605298997,4.819363631928276
6.0,9.583080670103133,24.575172961753953,5.967945862069532
7.0,10.573887785804382,28.496884571495375,-0.7253566834791076
8.0,10.37933292054706,26.63857847296372,-0.1402671461088678
9.0,10.395860561855624,28.09939620421697,3.8540813902127002
10.0,9.360202683290872,30.00756153096159,5.563501047687394
11.0,9.377985055863853,26.78918220299898,8.228786435093435
12.0,8.902747470235855,29.997903799213802,1.339477987779996
13.0,9.959004570972986,31.958338339691924,3.1738035591210823
14.0,10.406483101510924,29.079192836888613,5.035839845461886
15.0,11.850516296545704,22.187955512377492,8.02122483205611
16.0,10.371161555915139,17.31782627666067,8.23728274110626
17.0,9.975748267926317,35.62049459412688,5.350180852014358
18.0,10.88184929802707,26.037001048525454,2.8957891142308836
19.0,11.684386026846665,27.739658284880036,4.43071858814616
20.0,9.955411195531251,33.762403070603156,4.049024644009508
21.0,9.028183180602227,25.551204605365236,0.7918506963885079
22.0,9.319976540959008,31.244523533735244,8.635460079732809
23.0,8.79085474950028,25.439597662501498,10.322125028993367
24.0,10.695043911746643,26.871970131043515,8.014436037577724
25.0,10.691763666285784,31.560024447803332,0.8090072748146042
26.0,10.203672581283874,33.52693889414645,2.1822187136602698
27.0,9.42789387418295,31.521887750607558,1.6594757857071274
28.0,10.621362039125692,33.68452477104424,2.0308238108013574
29.0,9.16393303449925,34.10515741209162,2.0132359901327255
30.0,9.738210714117272,26.000503924719496,8.790184858129216
31.0,10.2415038780615,34.80394582954802,1.519856155924547
32.0,9.84637373120019,31.80783993499092,12.167613305546684
33.0,9.051924904858167,30.331302930099344,0.9077346285593642
34.0,10.199662207884401,28.26656999985703,7.7349739778895685
